Food_Id,Food_Item,Restaurant_Id,Calories,Total_Fat_g,Carbohydrates_g,Protein_g
1509,Jr. Cheeseburger Deluxe,10,350,19,27,17
1510,FreshBaked Biscuit with Applewood Smoked Bacon,10,410,21,36,17
1511,Asian Cashew Chicken Salad Half,10,110,2,8,17
1512,Chili Small,10,210,6,21,17
1513,Premium Cod Sandwich,10,480,23,51,18
1514,Apple Pecan Chicken Salad Half,10,180,6,14,18
1515,Spicy Chicken Caesar Salad Half,10,250,14,14,18
1516,Summer Berry Chicken Salad Half,10,210,6,24,18
1517,Chicken Go Wrap w Grilled Chicken,10,260,10,25,19
1518,Jr. Bacon Cheeseburger JBC,10,380,22,26,19
1519,Kids Grilled Chicken Wrap,10,260,10,25,19
1520,Artisan Egg Sandwich with Applewood Smoked Bacon,10,360,18,30,19
1521,Taco Salad Half Size,10,470,23,49,19
1522,Crispy Chicken BLT,10,440,24,37,20
1523,BBQ Ranch Chicken Salad Half,10,210,8,17,20
1524,Power Mediterranean Chicken Salad Half,10,230,8,21,20
1525,FreshBaked Biscuit with AllNatural Sausage,10,570,37,38,21
1526,Honey Butter Chicken Biscuit,10,510,25,52,21
1527,Southwest Avocado Chicken Salad Half,10,300,20,10,21
1528,Strawberry Mango Chicken Salad Half,10,270,12,23,21
1529,Artisan Egg Sandwich with AllNatural Sausage,10,500,33,31,22
1530,Chicken Tenders 3 Piece,10,300,14,20,22
1531,Bacon  Cheese Baked Potato,10,540,23,66,22
1532,Chicken Nuggets 10 Piece,10,450,30,24,23
1533,Mozzarella Chicken Salad Half,10,360,18,26,24
1534,Mornin Melt Panini with Egg  Cheese,10,450,27,33,25
1535,Spicy Chicken Nuggets 10 Piece,10,430,28,23,25
1536,Homestyle Chicken Fillet Sandwich,10,510,21,54,26
1537,Chili Large,10,310,9,31,26
1538,Double Stack,10,400,21,26,27
1539,Chicken Tenders 4 Piece,10,400,19,26,29
1540,Mornin Melt Panini with Applewood Smoked Bacon,10,520,32,33,30
1541,Daves Single Cheeseburger,10,580,33,42,31
1542,Spicy Chicken Fillet Sandwich,10,530,22,55,31
1543,Mornin Melt Panini with AllNatural Sausage,10,650,47,34,32
1544,Taco Salad Full Size,10,660,32,63,32
1545,Bacon Queso Burger,10,550,32,36,33
1546,Giant Junior Bacon Cheeseburger JBC,10,570,38,26,33
1547,Ultimate Chicken Grill Sandwich,10,390,10,42,33
1548,Asian Cashew Chicken Salad Whole,10,210,4,13,33
1549,Jalapeno Fresco Spicy Chicken Sandwich,10,590,29,51,34
1550,Asiago Ranch Club w Homestyle Chicken,10,690,36,56,35
1551,Grilled Chicken Sandwich,10,360,8,38,35
1552,Apple Pecan Chicken Salad Full,10,340,11,28,35
1553,Summer Berry Chicken Salad Full,10,380,9,41,35
1554,Baconator Single,10,660,40,40,36
1555,Smoky Mushroom Bacon Cheeseburger,10,760,49,46,36
1556,Bacon Queso Chicken Sandwich,10,590,27,53,37
1557,Spicy Chicken Caesar Salad Whole,10,470,25,26,37
1558,Southwest Avocado Chicken Sandwich,10,690,34,57,38
1559,Son of Baconator,10,700,43,40,39
1560,Spicy Sriracha Chicken Sandwich,10,670,35,51,39
1561,Power Mediterranean Chicken Salad Whole,10,430,14,38,39
1562,Strawberry Mango Chicken Salad Full,10,470,19,38,39
1563,Asiago Ranch Club wSpicyChicken,10,710,37,57,40
1564,BBQ Ranch Chicken Salad Whole,10,390,15,28,40
1565,Fresh Mozzarella Chicken Sandwich,10,420,14,34,41
1566,Mozzarella Chicken Salad Full,10,520,24,36,41
1567,Asiago Ranch Club wUltimate Chicken Grill,10,570,27,41,42
1568,Southwest Avocado Chicken Salad Full,10,600,41,18,42
1569,Daves Double Cheeseburger,10,800,48,42,50
1570,Daves Triple Cheeseburger,10,1060,67,42,72
