Food_Id,Food_Item,Restaurant_Id,Calories,Total_Fat_g,Carbohydrates_g,Protein_g
530,Hot Chocolate Nonfat,5,310,6,55,11
531,McCafe Caramel Hot Chocolate w Nonfat Milk,5,260,4,46,11
532,McCafe Peppermint Hot Chocolate Small,5,360,14,49,11
533,Mocha White Chocolate,5,320,11,47,11
534,Sausage Biscuit Large Size,5,490,32,39,12
535,Chocolate McCafe Shake Small,5,530,15,68,12
536,McFlurry w OREO Cookies Regular,5,510,17,60,12
537,Strawberry McCafe Shake Small,5,510,15,62,12
538,Turtle Macchiato Large,5,460,12,72,12
539,White Hot Chocolate,5,350,13,48,12
540,Hamburger,5,250,8,31,13
541,Sausage Burrito,5,290,15,26,13
542,McFlurry w MMs Candies Regular,5,630,22,77,13
543,McCafe Caramel Macchiato Large,5,400,12,61,13
544,McCafe Peppermint Hot Chocolate Medium,5,440,16,60,13
545,Sausage McMuffin,5,400,25,29,14
546,Chocolate McCafe Shake Medium,5,630,18,81,14
547,Rolo McFlurry Regular,5,700,23,111,14
548,Strawberry McCafe Shake Medium,5,600,18,71,14
549,Vanilla McCafe Shake Medium,5,600,17,73,14
550,Premium Bacon Ranch Salad wo Chicken,5,190,12,9,14
551,Cheeseburger,5,300,12,33,15
552,FiletOFish,5,380,18,38,15
553,McChicken,5,350,15,40,15
554,Chicken McNuggets 6 Piece,5,270,16,16,15
555,Egg White Delight McMuffin,5,260,8,29,16
556,Hotcakes and Sausage,5,790,35,103,16
557,Sausage Biscuit with Egg Large Size,5,530,34,38,17
558,Sausage Biscuit with Egg Regular Size,5,530,34,38,17
559,McCafe Peppermint Hot Chocolate Large,5,540,20,72,17
560,Bacon Egg  Cheese Biscuit Regular Size,5,450,24,40,18
561,Bacon Egg  Cheese McGriddles,5,420,18,45,18
562,Egg McMuffin,5,300,12,30,18
563,Bacon Egg  Cheese Biscuit Large Size,5,480,25,43,19
564,Chocolate McCafe Shake Large,5,850,23,110,19
565,Strawberry McCafe Shake Large,5,810,23,97,19
566,Vanilla McCafe Shake Large,5,800,22,99,19
567,Sausage Egg  Cheese McGriddles,5,550,32,45,20
568,Sausage McMuffin with Egg,5,470,30,30,21
569,McDouble,5,380,18,34,23
570,Lobster Roll,5,290,5,35,24
571,Chicken McNuggets 10 Piece,5,440,27,26,24
572,Big Mac,5,540,28,46,25
573,Double Cheeseburger,5,430,21,35,25
574,McRib,5,480,22,45,25
575,Premium Crispy Chicken Deluxe Sandwich,5,530,22,59,25
576,Big Breakfast,5,750,49,53,25
577,Bacon Egg  Cheese Bagel,5,550,25,54,26
578,Premium Buttermilk Crispy Chicken Deluxe Sandwich,5,570,23,64,28
579,Buttermilk Crispy Chicken Tenders 3 piece,5,370,21,16,28
580,Premium Southwest Salad w Crispy Chicken,5,520,25,46,28
581,Pico Guacamole 14 lb Burger,5,580,33,41,29
582,Pico Guacamole Chicken Sandwich Crispy,5,680,32,69,31
583,Quarter Pounder with Cheese,5,530,27,41,31
584,Premium Asian Salad w Grilled Chicken,5,270,9,18,31
585,Garlic White Cheddar Burger,5,620,34,48,32
586,Signature Sriracha Burger,5,670,35,56,32
587,Signature Sriracha Chicken Sandwich Crispy,5,730,33,75,32
588,Garlic White Cheddar Chicken Sandwich Crispy,5,700,34,67,33
589,Premium Asian Salad w Crispy Chicken,5,490,28,28,33
590,Premium Bacon Ranch Salad w Crispy Chicken,5,490,28,28,33
591,Big Breakfast with Hotcakes,5,1350,65,155,35
592,Artisan Grilled Chicken Sandwich,5,380,7,44,37
593,Maple Bacon Dijon 14 lb Burger,5,640,36,40,37
594,Premium Southwest Salad w Grilled Chicken,5,350,12,27,37
595,Sweet BBQ Bacon 14 lb Burger,5,690,37,51,38
596,Buttermilk Crispy Chicken Tenders 4 piece,5,480,28,21,38
597,Maple Bacon Dijon Chicken Sandwich Crispy,5,740,35,69,39
598,Sweet BBQ Bacon Chicken Sandwich Crispy,5,800,36,80,39
599,Pico Guacamole Chicken Sandwich Grilled,5,520,18,50,40
600,Signature Sriracha Chicken Sandwich Grilled,5,560,20,56,41
601,Garlic White Cheddar Chicken Sandwich Grilled,5,530,20,48,42
602,Premium Bacon Ranch Salad w Grilled Chicken,5,320,14,9,42
603,Maple Bacon Dijon Chicken Sandwich Grilled,5,580,21,50,48
604,Sweet BBQ Bacon Chicken Sandwich Grilled,5,630,22,61,48
605,Chicken McNuggets 20 Piece,5,890,53,53,49
606,Double Quarter Pounder with Cheese,5,770,45,42,51
607,Buttermilk Crispy Chicken Tenders 6 piece,5,760,44,32,58
608,Buttermilk Crispy Chicken Tenders 10 piece,5,1210,70,52,94
609,Chicken McNuggets 40 piece,5,1770,107,105,98
610,Buttermilk Crispy Chicken Tenders 12 piece,5,1510,88,64,115
611,Buttermilk Crispy Chicken Tenders 20 piece,5,2430,141,103,186
612,Apple,6,80,0,21,0
613,Pickle spear,6,5,0,1,0
614,Panera Baked Crisps,6,130,3,25,1
615,Panera potato chips,6,150,8,17,2
616,Garden Vegetable Soup with Pesto Cup,6,80,3,11,3
617,Vegetarian Summer Corn Chowder Cup,6,210,13,22,3
618,Greek Salad Half,6,190,17,8,4
619,Creamy Tomato Soup Cup,6,200,9,25,4
620,Garden Vegetable Soup with Pesto Bowl,6,110,3,16,4
621,Caesar Salad Half,6,160,12,8,5
622,Black Bean Soup Cup,6,90,10,27,5
623,Vegetarian Summer Corn Chowder Bowl,6,320,20,34,5
624,Watermelon Feta Salad Half,6,240,13,27,6
625,French Baguette Side,6,180,1,36,6
626,Soft Dinner Roll,6,190,4,32,6
627,Sprouted Whole Grain Roll,6,170,1,33,6
628,Baked Potato Soup Cup,6,220,13,22,6
629,Cream of Chicken  Wild Rice Soup Cup,6,180,10,18,6
630,Creamy Tomato Soup Bowl,6,280,13,35,6
631,Thai Flatbread,6,300,11,37,7
632,Black Bean Soup Bowl,6,140,2,40,7
633,Greek Salad Full,6,380,33,15,8
634,Mediterranean Chicken Flatbread Sandwich,6,310,11,36,8
635,Bistro French Onion Soup Cup,6,230,10,28,8
636,Caesar Salad Full,6,310,24,17,9
637,Baked Potato Soup Bowl,6,330,20,33,9
638,Broccoli Cheddar Soup Cup,6,230,13,19,9
639,New England Clam Chowder Cup,6,370,25,27,9
640,Chicken Noodle Soup Cup,6,110,3,13,10
641,Cream of Chicken  Wild Rice Soup Bowl,6,260,16,27,10
642,Mediterranean Veggie on XL Tomato Basil Half,6,290,6,48,11
643,Watermelon Feta Salad Whole,6,470,25,53,12
644,Steak  Arugula Sandwich on Sourdough Half,6,250,9,26,12
645,Tomato Mozzarella Flatbread Sandwich,6,350,18,35,12
646,Black Bean Soup Bread Bowl,6,760,6,157,12
647,Asian Sesame Chicken Salad Half,6,200,10,14,13
648,Classic Grilled Cheese on All Natural White Miche Half,6,290,10,37,13
649,Roasted Turkey Cranberry Flatbread,6,300,12,34,13
650,Bistro French Onion Soup Bowl,6,380,17,46,13
651,Tuna Salad on Honey Wheat Half,6,250,8,31,14
652,Broccoli Cheddar Soup Bowl,6,360,21,30,14
653,Chicken Noodle Soup Bowl,6,160,5,19,14
654,New England Clam Chowder Bowl,6,570,39,52,14
655,Greek Salad with Chicken Half,6,250,18,7,15
656,Chicken Ham  Swiss Flatbread,6,360,17,31,15
657,Half Napa Almond Chicken Salad on Sesame Semolina,6,340,13,44,15
658,Fuji Apple with Chicken Salad Half,6,280,17,18,16
659,Half Roasted Turkey  Avocado BLT on Sourdough,6,260,11,24,16
660,Smoked Turkey Breast on Country Half,6,210,2,33,16
661,Chicken Caesar Salad Half,6,220,13,10,17
662,Thai Chopped Chicken Salad Half,6,240,10,21,18
663,Chopped Chicken Cobb with Avocado Salad Half,6,290,21,8,19
664,Southwest Chicken Tortilla Bowl,6,480,16,50,19
665,Sierra Turkey on Focaccia with Asiago Cheese Half,6,460,25,39,20
666,Mediterranean Veggie on XL Tomato Basil Full,6,590,13,96,22
667,Smoked Ham  Swiss on Rye Half,6,290,8,32,22
668,Frontega Chicken Panini Half,6,430,19,39,24
669,Steak  Arugula Sandwich on Sourdough Whole,6,500,19,51,24
670,Asian Sesame Chicken Salad Full,6,410,20,27,25
671,Classic Grilled Cheese on All Natural White Miche Full,6,580,19,74,26
672,Half Bacon Turkey Bravo on XL Tomato Basil,6,400,14,42,26
673,Steak  White Cheddar Panini Half,6,490,19,51,26
674,Full Napa Almond Chicken Salad on Sesame Semolina,6,690,26,88,29
675,Half Italian Combo on Ciabatta,6,490,21,47,29
676,Tuna Salad on Honey Wheat Full,6,510,16,63,29
677,Garden Vegetable Soup with Pesto Bread Bowl,6,750,7,141,30
678,Vegetarian Summer Corn Chowder Bread Bowl,6,880,17,153,30
679,Greek Salad with Chicken Whole,6,500,36,13,31
680,Creamy Tomato Soup Bread Bowl,6,860,12,155,31
681,Full Roasted Turkey  Avocado BLT on Sourdough,6,510,22,47,32
682,Fuji Apple with Chicken Salad Full,6,560,34,36,33
683,Smoked Turkey Breast on Country Full,6,420,3,66,33
684,Baked Potato Soup Bread Bowl,6,890,18,152,33
685,Cream of Chicken  Wild Rice Soup Bread Bowl,6,840,15,148,33
686,Chicken Caesar Salad Full,6,440,26,19,34
687,Bistro French Onion Soup Bread Bowl,6,900,15,158,35
688,Broccoli Cheddar Soup Bread Bowl,6,900,18,149,35
689,Thai Chopped Chicken Salad Full,6,470,19,41,36
690,Chicken Noodle Soup Bread Bowl,6,780,8,143,36
691,New England Clam Chowder Bread Bowl,6,1040,30,157,36
692,Chopped Chicken Cobb with Avocado Salad Full,6,580,42,16,38
693,Sierra Turkey on Focaccia with Asiago Cheese Full,6,920,49,79,40
694,Smoked Ham  Swiss on Rye Full,6,590,17,64,45
695,Frontega Chicken Panini Whole,6,850,38,79,49
696,Full Bacon Turkey Bravo on XL Tomato Basil,6,790,28,84,52
697,Steak  White Cheddar Panini Whole,6,980,39,103,52
698,Full Italian Combo on Ciabatta,6,980,41,95,58
699,White Icing Dipping Cup 2 oz,7,170,0,44,0
700,Diet Pepsi Large,7,0,0,0,0
701,Diet Pepsi Medium,7,0,0,0,0
702,Diet Pepsi Small,7,0,0,0,0
703,Mountain Dew Large,7,440,0,116,0
704,Mountain Dew Medium,7,300,0,80,0
705,Mountain Dew Small,7,220,0,58,0
706,Pepsi Large,7,400,0,112,0
707,Pepsi Medium,7,280,0,77,0
708,Pepsi Small,7,200,0,56,0
709,Sierra Mist Large,7,400,0,108,0
710,Sierra Mist Medium,7,275,0,74,0
711,Sierra Mist Small,7,200,0,54,0
712,Ranch Dipping Sauce 1.5 oz,7,220,23,2,0
713,Blue Cheese Dipping Sauce 1.5 oz,7,230,24,2,1
714,HERSHEYS Chocolate Sauce 1.5 oz,7,120,3,24,1
715,Apple Pie 2 pies,7,330,17,40,2
716,Marinara Dipping Sauce 3 oz,7,60,0,12,2
717,Cinnamon Sticks,7,160,5,26,4
718,Wedge Fries side order,7,320,18,35,4
719,HandTossed Five Pepper Pepperoni Pizza Small,7,120,4,16,5
720,HERSHEYS Chocolate Dunkers 2 pieces,7,190,8,27,5
721,Five Pepper Pepperoni Pan Pizza Small,7,140,6,16,5
722,Breadsticks each,7,140,5,19,5
723,Thin n Crispy Bacon Spinach Alfredo Pizza Small,7,130,6,13,5
724,Thin n Crispy BBQ Bacon Cheeseburger Pizza Small,7,130,6,15,5
725,Thin n Crispy Cheese Pizza Small,7,110,4,14,5
726,Thin n Crispy Five Pepper Pepperoni Pizza Small,7,110,4,14,5
727,HandTossed BBQ Bacon Cheeseburger Pizza Small,7,150,6,18,6
728,HandTossed Buffalo Chicken Pizza Small,7,130,4,17,6
729,HandTossed Cheese Pizza Small,7,130,5,16,6
730,HandTossed Hawaiian Chicken Pizza Small,7,130,4,17,6
731,BBQ Bacon Cheeseburger Pan Pizza Small,7,160,8,17,6
732,Buffalo Chicken Pan Pizza Small,7,140,5,16,6
733,Cheese Pan Pizza Personal,7,150,6,17,6
734,Cheese Pan Pizza Small,7,140,6,16,6
735,Five Pepper Pepperoni Pan Pizza Pan,7,150,6,17,6
736,Thin n Crispy Backyard BBQ Chicken Pizza Small,7,120,5,14,6
737,Thin n Crispy Buffalo Chicken Pizza Small,7,110,4,14,6
738,Thin n Crispy Chicken Pizza Small,7,110,3,14,6
739,HandTossed Backyard BBQ Chicken Pizza Small,7,140,5,17,7
740,HandTossed Chicken Bacon Parmesan Pizza Small,7,140,6,16,7
741,All American Wings,7,80,5,0,7
742,Backyard BBQ Chicken Pan Pizza Small,7,150,6,17,7
743,BBQ Bacon Cheeseburger Pan Pizza Personal,7,190,9,19,7
744,Chicken Bacon Parmesan Pan Pizza Small,7,150,7,15,7
745,Hawaiian Chicken Pan Pizza Personal,7,150,5,18,7
746,Hawaiian Chicken Pan Pizza Small,7,140,5,16,7
747,Thin n Crispy Chicken Bacon Parmesan Pizza Small,7,130,6,13,7
748,Thin n Crispy Veggie Lovers Pizza Medium,7,180,6,23,7
749,HandTossed Veggie Lovers Pizza Medium,7,200,7,27,8
750,Buffalo Burnin Hot Wings,7,110,6,8,8
751,Buffalo Medium Wings,7,110,6,8,8
752,Buffalo Mild Wings,7,110,6,8,8
753,Garlic Parmesan Wings,7,180,16,1,8
754,Honey BBQ Wings,7,140,5,16,8
755,Lemon Pepper Wings,7,150,10,8,8
756,Spicy Asian Wings,7,130,5,13,8
757,Spicy BBQ Wings,7,120,5,11,8
758,Backyard BBQ Chicken Pan Pizza Personal,7,170,7,19,8
759,Buffalo Chicken Pan Pizza Personal,7,160,6,18,8
760,Chicken Bacon Parmesan Pan Pizza Personal,7,170,8,17,8
761,Veggie Lovers Dinner Box Pizza,7,230,9,29,8
762,Breadsticks with Cheese each,7,170,6,20,8
763,Thin n Crispy Bacon Spinach Alfredo Pizza Medium,7,210,10,21,8
764,Thin n Crispy Cheese Pizza Medium,7,180,7,22,8
765,Thin n Crispy Five Pepper Pepperoni Pizza Medium,7,180,7,23,8
766,HandTossed Cheese Pizza Medium,7,210,8,26,9
767,HandTossed Five Pepper Pepperoni Pizza Medium,7,200,7,26,9
768,HandTossed Pepperoni Pizza Medium,7,230,10,25,9
769,HandTossed Ultimate Cheese Lovers Pizza Medium,7,230,9,26,9
770,All American Crispy Wings,7,200,14,8,9
771,Buffalo Burnin Hot Crispy Wings,7,230,15,16,9
772,Buffalo Medium Crispy Wings,7,230,15,16,9
773,Buffalo Mild Crispy Wings,7,230,15,16,9
774,Lemon Pepper Crispy Wings,7,270,19,16,9
775,Spicy BBQ Crispy Wings,7,240,14,19,9
776,Five Pepper Pepperoni Pan Pizza Medium,7,240,10,28,9
777,Veggie Lovers Pan Pizza Medium,7,220,9,27,9
778,Thin n Crispy BBQ Bacon Cheeseburger Pizza Medium,7,230,10,25,9
779,Thin n Crispy Buffalo Chicken Pizza Medium,7,190,6,24,9
780,Thin n Crispy Chicken Pizza Medium,7,180,5,24,9
781,Thin n Crispy Pepperoni Pizza Medium,7,210,10,21,9
782,Thin n Crispy Ultimate Cheese LoversÂ Pizza Medium,7,210,10,21,9
783,HandTossed BBQ Bacon Cheeseburger Pizza Medium,7,250,10,29,10
784,HandTossed Buffalo Chicken Pizza Medium,7,210,7,27,10
785,HandTossed Hawaiian Chicken Pizza Medium,7,210,7,27,10
786,HandTossed Supreme Pizza Medium,7,260,12,27,10
787,Baked Hot Wings,7,100,6,1,10
788,Baked Mild Wings,7,110,7,1,10
789,All American Bonless Wings,7,150,8,11,10
790,Buffalo Burnin Hot Bonless Wings,7,190,8,18,10
791,Buffalo Medium Bonless Wings,7,190,9,18,10
792,Buffalo Mild Bonless Wings,7,190,9,18,10
793,Honey BBQ Bonless Wings,7,220,8,27,10
794,Lemon Pepper Bonless Wings,7,220,12,18,10
795,Spicy Asian Bonless Wings,7,210,8,24,10
796,Spicy BBQ Bonless Wings,7,200,8,21,10
797,Garlic Parmesan Crispy Wings,7,300,25,9,10
798,Honey BBQ Crispy Wings,7,260,14,24,10
799,Spicy Asian Crispy Wings,7,250,14,21,10
800,BBQ Bacon Cheeseburger Pan Pizza Medium,7,280,13,31,10
801,Buffalo Chicken Pan Pizza Medium,7,240,9,29,10
802,Cheese Pan Pizza Medium,7,240,10,26,10
803,Pepperoni Pan Pizza Medium,7,260,13,26,10
804,Ultimate Cheese Lovers Pan Pizza Medium,7,260,12,26,10
805,Cheese Dinner Box Pizza,7,250,10,28,10
806,Pepperoni Dinner Box Pizza,7,260,12,28,10
807,Ultimate Cheese Lovers Dinner Box Pizza,7,260,12,28,10
808,Stuffed Pizza Rollers each,7,230,10,25,10
809,Thin n Crispy Backyard BBQ Chicken Pizza Medium,7,210,8,25,10
810,Thin N Crispy Chicken Supreme Pizza Medium,7,190,6,23,10
811,Thin n Crispy Supreme Pizza Medium,7,230,12,23,10
812,Thin n Crispy Veggie Lovers Pizza Large,7,240,9,30,10
813,HandTossed Backyard BBQ Chicken Pizza Medium,7,230,8,29,11
814,HandTossed Chicken Bacon Parmesan Pizza Medium,7,230,9,25,11
815,HandTossed Chicken Supreme Pizza Medium,7,210,7,26,11
816,HandTossed Super Supreme Pizza Medium,7,270,13,27,11
817,HandTossed Veggie Lovers Pizza Large,7,270,9,36,11
818,Garlic Parmesan Bonless Wings,7,260,19,11,11
819,Backyard BBQ Chicken Pan Pizza Medium,7,260,10,31,11
820,Hawaiian Chicken Pan Pizza Medium,7,230,9,29,11
821,Supreme Pan Pizza Medium,7,280,14,27,11
822,Chicken Supreme Dinner Box Pizza,7,240,9,29,11
823,Supreme Dinner Box Pizza,7,290,14,29,11
824,Thin n Crispy Bacon Spinach Alfredo Pizza Large,7,280,14,28,11
825,Thin n Crispy Chicken Bacon Parmesan Pizza Medium,7,220,10,21,11
826,Thin n Crispy Five Pepper Pepperoni Pizza Large,7,250,10,30,11
827,Thin n Crispy Pepperoni Lovers Pizza Medium,7,260,14,22,11
828,Thin n Crispy Super Supreme Pizza Medium,7,250,13,23,11
829,HandTossed Five Pepper Pepperoni Pizza Large,7,280,10,34,12
830,HandTossed Meat Lovers Pizza Medium,7,300,16,26,12
831,HandTossed Pepperoni Lovers Pizza Medium,7,270,13,26,12
832,HandTossed Pepperoni Pizza Large,7,310,13,35,12
833,Chicken Bacon Parmesan Pan Pizza Medium,7,260,12,27,12
834,Chicken Supreme Pan Pizza Medium,7,230,9,27,12
835,Super Supreme Pan Pizza Medium,7,300,15,27,12
836,Veggie Lovers Pan Pizza Large,7,320,15,36,12
837,Pepperoni Lovers Dinner Box Pizza,7,300,15,29,12
838,Super Supreme Dinner Box Pizza,7,300,15,29,12
839,Thin n Crispy Cheese Pizza Large,7,250,10,29,12
840,Thin N Crispy Meat Lovers Pizza Medium,7,280,16,22,12
841,Thin n Crispy Ultimate Cheese LoversÂ Pizza Large,7,280,14,27,12
842,HandTossed Cheese Pizza Large,7,300,12,35,13
843,HandTossed Ultimate Cheese Lovers Pizza Large,7,310,13,34,13
844,Five Pepper Pepperoni Pan Pizza Large,7,340,16,36,13
845,Meat Lovers Pan Pizza Medium,7,320,18,26,13
846,Pepperoni Lovers Pan Pizza Medium,7,300,16,26,13
847,Meat Lovers Dinner Box Pizza,7,330,18,28,13
848,Fried Cheese Sticks 4 pieces,7,380,24,29,13
849,Veggie Lovers Stuffed Crust Pizza Large,7,300,11,37,13
850,Thin n Crispy BBQ Bacon Cheeseburger Pizza Large,7,310,14,35,13
851,Thin n Crispy Buffalo Chicken Pizza Large,7,250,8,32,13
852,Thin n Crispy Chicken Pizza Large,7,240,8,31,13
853,HandTossed BBQ Bacon Cheeseburger Pizza Large,7,340,15,39,14
854,HandTossed Buffalo Chicken Pizza Large,7,280,9,37,14
855,HandTossed Hawaiian Chicken Pizza Large,7,280,9,35,14
856,HandTossed Supreme Pizza Large,7,350,17,36,14
857,Cheese Pan Pizza Large,7,350,17,35,14
858,Cheese Stuffed Crust Pizza Large,7,310,13,35,14
859,Ultimate Cheese Lovers Stuffed Crust Pizza Large,7,340,15,35,14
860,Thin n Crispy Backyard BBQ Chicken Pizza Large,7,280,10,34,14
861,Thin N Crispy Chicken Supreme Pizza Large,7,250,9,30,14
862,Thin n Crispy Supreme Pizza Large,7,320,17,30,14
863,HandTossed Backyard BBQ Chicken Pizza Large,7,310,11,39,15
864,HandTossed Chicken Bacon Parmesan Pizza Large,7,310,13,33,15
865,HandTossed Chicken Supreme Pizza Large,7,290,9,36,15
866,BBQ Bacon Cheeseburger Pan Pizza Large,7,410,20,42,15
867,Buffalo Chicken Pan Pizza Large,7,350,15,39,15
868,Hawaiian Chicken Pan Pizza Large,7,340,14,37,15
869,Pepperoni Lovers Pan Pizza Large,7,350,19,29,15
870,Ultimate Cheese Lovers Pan Pizza Large,7,370,20,34,15
871,Pepperoni Stuffed Crust Pizza Large,7,340,16,35,15
872,Thin n Crispy Chicken Bacon Parmesan Pizza Large,7,290,13,28,15
873,Thin N Crispy Meat Lovers Pizza Large,7,390,23,29,15
874,Thin n Crispy Super Supreme Pizza Large,7,320,18,30,15
875,HandTossed Pepperoni Lovers Pizza Large,7,380,19,35,16
876,HandTossed Super Supreme Pizza Large,7,370,19,36,16
877,Backyard BBQ Chicken Pan Pizza Large,7,380,16,41,16
878,Chicken Bacon Parmesan Pan Pizza Large,7,370,19,35,16
879,Chicken Supreme Pan Pizza Large,7,340,15,36,16
880,Pepperoni Pan Pizza Large,7,370,20,36,16
881,Supreme Stuffed Crust Pizza Large,7,380,19,36,16
882,HandTossed Meat Lovers Pizza Large,7,410,23,35,17
883,Super Supreme Pan Pizza Large,7,430,24,36,17
884,Supreme Pan Pizza Large,7,410,23,36,17
885,Chicken Supreme Stuffed Crust Pizza Large,7,310,11,36,17
886,Meat Lovers Pan Pizza Large,7,470,28,35,18
887,Pepperoni Lovers Pan Pizza Large,7,440,25,35,18
888,Pepperoni Lovers Pizza Large,7,400,21,36,18
889,Super Supreme Stuffed Crust Pizza Large,7,400,21,37,18
890,Classic PZone,7,470,17,61,19
891,Pepperoni PZone,7,460,16,60,19
892,Meat Lovers Stuffed Crust Pizza Large,7,440,25,35,19
893,Chicken Alfredo Pasta,7,520,27,46,21
894,Veggie Lovers Pan Pizza Personal,7,540,20,69,22
895,Meaty Marinara Pasta,7,450,21,44,22
896,Meaty PZone,7,550,24,61,23
897,Pepperoni Pan Pizza Personal,7,620,28,68,25
898,Ultimate Cheese Lovers Pan Pizza Personal,7,630,29,67,26
899,Supreme Pan Pizza Personal,7,730,38,69,29
900,Chicken Supreme Pan Pizza Personal,7,590,21,69,31
901,Pepperoni Lovers Pan Pizza Personal,7,730,37,68,31
902,Super Supreme Pan Pizza Personal,7,760,40,70,32
903,Meat Lovers Pan Pizza Personal,7,850,48,68,35
904,Chipotle Southwest Sauce,8,100,10,1,0
905,Fat Free Honey Mustard Sauce,8,30,0,7,0
906,Fat Free Sweet Onion Sauce,8,40,0,9,0
907,Light Mayonnaise 1 T,8,50,5,1,0
908,Mayonnaise 1 T,8,110,12,0,0
909,Mustard Yellow  Deli Brown 2 tsp,8,5,0,1,0
910,Olive Oil Blend 1 tsp,8,45,5,0,0
911,Ranch 2 oz,8,320,35,3,0
912,Vinegar 1 tsp,8,0,0,0,0
913,Apple Pie,8,250,10,37,0
914,Apple Slices1 package,8,35,0,9,0
915,Coca Cola Classic,8,260,0,71,0
916,Diet Coke,8,0,0,0,0
917,FUZE Black Tea with Lemon Sweet,8,170,0,43,0
918,FUZE Green Tea,8,140,0,37,0
919,FUZE Raspberry Tea,8,150,0,58,0
920,FUZE Sweet Tea,8,170,0,44,0
921,FUZE Unsweetened Tea,8,0,0,1,0
922,Minute Maid Fruit Punch 100 Juice,8,100,0,24,0
923,Minute Maid Light Lemonade,8,15,0,3,0
924,Sprite,8,260,0,68,0
925,Banana Peppers,8,0,0,0,0
926,Cucumbers,8,0,0,1,0
927,Green Peppers,8,0,0,0,0
928,Jalapeno Peppers,8,0,0,0,0
929,Lettuce,8,0,0,0,0
930,Olives,8,0,0,0,0
931,Onions,8,0,0,1,0
932,Pickles,8,0,0,0,0
933,Tomato,8,5,0,1,0
934,Fat Free Italian 2 oz,8,35,0,7,1
935,Avocado,8,70,7,3,1
936,Spinach,8,5,0,1,1
937,Hash Browns,8,210,10,28,2
938,Baked Lays Chips,8,130,2,23,2
939,Pepperjack Cheese 2 triangles,8,50,4,0,2
940,Processed American Cheese 2 triangles,8,40,4,1,2
941,Chocolate Chip Cookie,8,220,10,30,2
942,Chocolate Chunk Cookie,8,220,10,30,2
943,Double Chocolate Cookie,8,210,9,30,2
944,Gingerbread Cookie,8,200,7,32,2
945,MM Cookie,8,210,10,32,2
946,Raspberry Cheesecake,8,200,9,29,2
947,Sugar Cookie,8,220,12,28,2
948,White Macadamia Nut Cookie,8,220,11,29,2
949,Green Chili and Tomato Soup,8,90,2,14,2
950,Veggie Delite Salad,8,50,1,9,3
951,Baked Lays Sour Cream  Onion Chips,8,140,4,24,3
952,Lays Classic Potato Chips,8,230,15,23,3
953,Bacon 2 strips,8,45,4,0,3
954,Mozzarella Cheese Shredded,8,40,3,0,3
955,Shredded Monterey Blend,8,50,5,1,3
956,Oatmeal Raisin Cookie,8,200,8,30,3
957,Doritos Nacho Cheese Chips,8,250,13,30,4
958,Sunchips Harvest Cheddar Chips,8,210,9,29,4
959,Cheddar Cheese 2 triangles,8,60,5,0,4
960,Pepperoni,8,80,7,1,4
961,Provolone Cheese 2 half circles,8,50,4,0,4
962,Swiss Cheese 2 triangles,8,50,5,0,4
963,Peanut Butter Cookie,8,220,12,26,4
964,Minestrone,8,90,1,15,4
965,Mini Italian White Bread,8,130,2,25,5
966,Mini Wheat Bread,8,140,2,27,5
967,Clam Chowder Soup,8,200,11,20,5
968,Golden Broccoli  Cheese,8,180,11,16,5
969,Poblano Corn Chowder Soup,8,150,7,18,5
970,Thai Coconut Soup,8,210,13,17,5
971,Tomato Basil Soup,8,140,7,15,5
972,Veggie Delite Kids Mini Sub,8,150,2,29,6
973,GlutenFree Bread,8,340,12,52,6
974,Creamy Wild and Brown Rice Soup,8,180,10,16,6
975,Vegetable Beef,8,100,2,15,6
976,6 Rosemary and Sea Salt Bread,8,220,3,40,7
977,6 Flatbread,8,230,5,39,7
978,6 Hearty Italian Bread,8,210,3,41,7
979,6 Italian White Bread,8,200,2,38,7
980,6 Parmesan Oregano Bread,8,210,3,40,7
981,Loaded Baked Potato Soup,8,220,11,23,7
982,Roasted Chicken Noodle,8,110,2,15,7
983,Veggie Delite 6,8,230,3,44,8
984,6 Honey Oat Bread,8,230,3,43,8
985,6 Roasted Garlic Bread,8,230,3,45,8
986,6 9Grain Wheat Bread,8,210,2,40,8
987,6 Flatbread Multigrain,8,220,5,37,8
988,6 Hawaiian Sweet Bread,8,220,3,41,8
989,6 Rye Bread,8,190,3,34,8
990,6 Southwestern Spicy Bread,8,190,2,35,8
991,Wrap,8,310,8,51,8
992,Creamy Chicken and Dumplings Soup,8,150,5,20,8
993,6 Italian Herbs  Cheese Bread,8,240,5,41,9
994,6 Jalapeno Cheddar Bread,8,240,5,40,9
995,6 Sourdough Bread,8,190,2,36,9
996,Black Forest Ham Kids Mini Sub,8,180,3,30,10
997,Turkey Breast Kids Mini Sub,8,180,2,30,10
998,B.L.T. Salad,8,150,8,10,10
999,6 Monterey Cheddar Bread,8,240,6,38,10
1000,6 Harvest Bread,8,230,3,41,10
1001,Black Forest Ham Salad,8,110,3,11,12
1002,Cold Cut Combo Salad,8,180,11,12,12
1003,Turkey Breast  Ham Salad,8,110,3,11,12
1004,Turkey Breast Salad,8,110,2,11,12
1005,1 Low Fat Milk12 oz,8,160,4,19,12
1006,Milk Low Fat,8,160,4,19,12
1007,Black Bean Soup,8,210,0,37,12
1008,Subway Seafood Sensation 6,8,420,19,51,13
1009,Roast Beef Kids Mini Sub,8,200,3,30,14
