Restaurant,Food_Item,Calories,Total_Fat_g,Carbohydrates_g,Protein_g
MCD,Sausage McGriddles,430,24,42,11
MCD,McCafe Shamrock Shake,530,15,86,11
MCD,Vanilla McCafe Shake Small,490,15,61,11
MCD,Cappuccino Large,210,11,17,11
MCD,Caramel Cappuccino Large,350,9,55,11
MCD,Hot Chocolate Nonfat,310,6,55,11
MCD,McCafe Caramel Hot Chocolate w Nonfat Milk,260,4,46,11
MCD,McCafe Peppermint Hot Chocolate Small,360,14,49,11
MCD,Mocha White Chocolate,320,11,47,11
MCD,Sausage Biscuit Large Size,490,32,39,12
MCD,Chocolate McCafe Shake Small,530,15,68,12
MCD,McFlurry w OREO Cookies Regular,510,17,60,12
MCD,Strawberry McCafe Shake Small,510,15,62,12
MCD,Turtle Macchiato Large,460,12,72,12
MCD,White Hot Chocolate,350,13,48,12
MCD,Hamburger,250,8,31,13
MCD,Sausage Burrito,290,15,26,13
MCD,McFlurry w MMs Candies Regular,630,22,77,13
MCD,McCafe Caramel Macchiato Large,400,12,61,13
MCD,McCafe Peppermint Hot Chocolate Medium,440,16,60,13
MCD,Sausage McMuffin,400,25,29,14
MCD,Chocolate McCafe Shake Medium,630,18,81,14
MCD,Rolo McFlurry Regular,700,23,111,14
MCD,Strawberry McCafe Shake Medium,600,18,71,14
MCD,Vanilla McCafe Shake Medium,600,17,73,14
MCD,Premium Bacon Ranch Salad wo Chicken,190,12,9,14
MCD,Cheeseburger,300,12,33,15
MCD,FiletOFish,380,18,38,15
MCD,McChicken,350,15,40,15
MCD,Chicken McNuggets 6 Piece,270,16,16,15
MCD,Egg White Delight McMuffin,260,8,29,16
MCD,Hotcakes and Sausage,790,35,103,16
MCD,Sausage Biscuit with Egg Large Size,530,34,38,17
MCD,Sausage Biscuit with Egg Regular Size,530,34,38,17
MCD,McCafe Peppermint Hot Chocolate Large,540,20,72,17
MCD,Bacon Egg  Cheese Biscuit Regular Size,450,24,40,18
MCD,Bacon Egg  Cheese McGriddles,420,18,45,18
MCD,Egg McMuffin,300,12,30,18
MCD,Bacon Egg  Cheese Biscuit Large Size,480,25,43,19
MCD,Chocolate McCafe Shake Large,850,23,110,19
MCD,Strawberry McCafe Shake Large,810,23,97,19
MCD,Vanilla McCafe Shake Large,800,22,99,19
MCD,Sausage Egg  Cheese McGriddles,550,32,45,20
MCD,Sausage McMuffin with Egg,470,30,30,21
MCD,McDouble,380,18,34,23
MCD,Lobster Roll,290,5,35,24
MCD,Chicken McNuggets 10 Piece,440,27,26,24
MCD,Big Mac,540,28,46,25
MCD,Double Cheeseburger,430,21,35,25
MCD,McRib,480,22,45,25
MCD,Premium Crispy Chicken Deluxe Sandwich,530,22,59,25
MCD,Big Breakfast,750,49,53,25
MCD,Bacon Egg  Cheese Bagel,550,25,54,26
MCD,Premium Buttermilk Crispy Chicken Deluxe Sandwich,570,23,64,28
MCD,Buttermilk Crispy Chicken Tenders 3 piece,370,21,16,28
MCD,Premium Southwest Salad w Crispy Chicken,520,25,46,28
MCD,Pico Guacamole 14 lb Burger,580,33,41,29
MCD,Pico Guacamole Chicken Sandwich Crispy,680,32,69,31
MCD,Quarter Pounder with Cheese,530,27,41,31
MCD,Premium Asian Salad w Grilled Chicken,270,9,18,31
MCD,Garlic White Cheddar Burger,620,34,48,32
MCD,Signature Sriracha Burger,670,35,56,32
MCD,Signature Sriracha Chicken Sandwich Crispy,730,33,75,32
MCD,Garlic White Cheddar Chicken Sandwich Crispy,700,34,67,33
MCD,Premium Asian Salad w Crispy Chicken,490,28,28,33
MCD,Premium Bacon Ranch Salad w Crispy Chicken,490,28,28,33
MCD,Big Breakfast with Hotcakes,1350,65,155,35
MCD,Artisan Grilled Chicken Sandwich,380,7,44,37
MCD,Maple Bacon Dijon 14 lb Burger,640,36,40,37
MCD,Premium Southwest Salad w Grilled Chicken,350,12,27,37
MCD,Sweet BBQ Bacon 14 lb Burger,690,37,51,38
MCD,Buttermilk Crispy Chicken Tenders 4 piece,480,28,21,38
MCD,Maple Bacon Dijon Chicken Sandwich Crispy,740,35,69,39
MCD,Sweet BBQ Bacon Chicken Sandwich Crispy,800,36,80,39
MCD,Pico Guacamole Chicken Sandwich Grilled,520,18,50,40
MCD,Signature Sriracha Chicken Sandwich Grilled,560,20,56,41
MCD,Garlic White Cheddar Chicken Sandwich Grilled,530,20,48,42
MCD,Premium Bacon Ranch Salad w Grilled Chicken,320,14,9,42
MCD,Maple Bacon Dijon Chicken Sandwich Grilled,580,21,50,48
MCD,Sweet BBQ Bacon Chicken Sandwich Grilled,630,22,61,48
MCD,Chicken McNuggets 20 Piece,890,53,53,49
MCD,Double Quarter Pounder with Cheese,770,45,42,51
MCD,Buttermilk Crispy Chicken Tenders 6 piece,760,44,32,58
MCD,Buttermilk Crispy Chicken Tenders 10 piece,1210,70,52,94
MCD,Chicken McNuggets 40 piece,1770,107,105,98
MCD,Buttermilk Crispy Chicken Tenders 12 piece,1510,88,64,115
MCD,Buttermilk Crispy Chicken Tenders 20 piece,2430,141,103,186
Panera Bread,Apple,80,0,21,0
Panera Bread,Pickle spear,5,0,1,0
Panera Bread,Panera Baked Crisps,130,3,25,1
Panera Bread,Panera potato chips,150,8,17,2
Panera Bread,Garden Vegetable Soup with Pesto Cup,80,3,11,3
Panera Bread,Vegetarian Summer Corn Chowder Cup,210,13,22,3
Panera Bread,Greek Salad Half,190,17,8,4
Panera Bread,Creamy Tomato Soup Cup,200,9,25,4
Panera Bread,Garden Vegetable Soup with Pesto Bowl,110,3,16,4
Panera Bread,Caesar Salad Half,160,12,8,5
Panera Bread,Black Bean Soup Cup,90,10,27,5
Panera Bread,Vegetarian Summer Corn Chowder Bowl,320,20,34,5
Panera Bread,Watermelon Feta Salad Half,240,13,27,6
Panera Bread,French Baguette Side,180,1,36,6
Panera Bread,Soft Dinner Roll,190,4,32,6
Panera Bread,Sprouted Whole Grain Roll,170,1,33,6
Panera Bread,Baked Potato Soup Cup,220,13,22,6
Panera Bread,Cream of Chicken  Wild Rice Soup Cup,180,10,18,6
Panera Bread,Creamy Tomato Soup Bowl,280,13,35,6
Panera Bread,Thai Flatbread,300,11,37,7
Panera Bread,Black Bean Soup Bowl,140,2,40,7
Panera Bread,Greek Salad Full,380,33,15,8
Panera Bread,Mediterranean Chicken Flatbread Sandwich,310,11,36,8
Panera Bread,Bistro French Onion Soup Cup,230,10,28,8
Panera Bread,Caesar Salad Full,310,24,17,9
Panera Bread,Baked Potato Soup Bowl,330,20,33,9
Panera Bread,Broccoli Cheddar Soup Cup,230,13,19,9
Panera Bread,New England Clam Chowder Cup,370,25,27,9
Panera Bread,Chicken Noodle Soup Cup,110,3,13,10
Panera Bread,Cream of Chicken  Wild Rice Soup Bowl,260,16,27,10
Panera Bread,Mediterranean Veggie on XL Tomato Basil Half,290,6,48,11
Panera Bread,Watermelon Feta Salad Whole,470,25,53,12
Panera Bread,Steak  Arugula Sandwich on Sourdough Half,250,9,26,12
Panera Bread,Tomato Mozzarella Flatbread Sandwich,350,18,35,12
Panera Bread,Black Bean Soup Bread Bowl,760,6,157,12
Panera Bread,Asian Sesame Chicken Salad Half,200,10,14,13
Panera Bread,Classic Grilled Cheese on All Natural White Miche Half,290,10,37,13
Panera Bread,Roasted Turkey Cranberry Flatbread,300,12,34,13
Panera Bread,Bistro French Onion Soup Bowl,380,17,46,13
Panera Bread,Tuna Salad on Honey Wheat Half,250,8,31,14
Panera Bread,Broccoli Cheddar Soup Bowl,360,21,30,14
Panera Bread,Chicken Noodle Soup Bowl,160,5,19,14
Panera Bread,New England Clam Chowder Bowl,570,39,52,14
Panera Bread,Greek Salad with Chicken Half,250,18,7,15
Panera Bread,Chicken Ham  Swiss Flatbread,360,17,31,15
Panera Bread,Half Napa Almond Chicken Salad on Sesame Semolina,340,13,44,15
Panera Bread,Fuji Apple with Chicken Salad Half,280,17,18,16
Panera Bread,Half Roasted Turkey  Avocado BLT on Sourdough,260,11,24,16
Panera Bread,Smoked Turkey Breast on Country Half,210,2,33,16
Panera Bread,Chicken Caesar Salad Half,220,13,10,17
Panera Bread,Thai Chopped Chicken Salad Half,240,10,21,18
Panera Bread,Chopped Chicken Cobb with Avocado Salad Half,290,21,8,19
Panera Bread,Southwest Chicken Tortilla Bowl,480,16,50,19
Panera Bread,Sierra Turkey on Focaccia with Asiago Cheese Half,460,25,39,20
Panera Bread,Mediterranean Veggie on XL Tomato Basil Full,590,13,96,22
Panera Bread,Smoked Ham  Swiss on Rye Half,290,8,32,22
Panera Bread,Frontega Chicken Panini Half,430,19,39,24
Panera Bread,Steak  Arugula Sandwich on Sourdough Whole,500,19,51,24
Panera Bread,Asian Sesame Chicken Salad Full,410,20,27,25
Panera Bread,Classic Grilled Cheese on All Natural White Miche Full,580,19,74,26
Panera Bread,Half Bacon Turkey Bravo on XL Tomato Basil,400,14,42,26
Panera Bread,Steak  White Cheddar Panini Half,490,19,51,26
Panera Bread,Full Napa Almond Chicken Salad on Sesame Semolina,690,26,88,29
Panera Bread,Half Italian Combo on Ciabatta,490,21,47,29
Panera Bread,Tuna Salad on Honey Wheat Full,510,16,63,29
Panera Bread,Garden Vegetable Soup with Pesto Bread Bowl,750,7,141,30
Panera Bread,Vegetarian Summer Corn Chowder Bread Bowl,880,17,153,30
Panera Bread,Greek Salad with Chicken Whole,500,36,13,31
Panera Bread,Creamy Tomato Soup Bread Bowl,860,12,155,31
Panera Bread,Full Roasted Turkey  Avocado BLT on Sourdough,510,22,47,32
Panera Bread,Fuji Apple with Chicken Salad Full,560,34,36,33
Panera Bread,Smoked Turkey Breast on Country Full,420,3,66,33
Panera Bread,Baked Potato Soup Bread Bowl,890,18,152,33
Panera Bread,Cream of Chicken  Wild Rice Soup Bread Bowl,840,15,148,33
Panera Bread,Chicken Caesar Salad Full,440,26,19,34
Panera Bread,Bistro French Onion Soup Bread Bowl,900,15,158,35
Panera Bread,Broccoli Cheddar Soup Bread Bowl,900,18,149,35
Panera Bread,Thai Chopped Chicken Salad Full,470,19,41,36
Panera Bread,Chicken Noodle Soup Bread Bowl,780,8,143,36
Panera Bread,New England Clam Chowder Bread Bowl,1040,30,157,36
Panera Bread,Chopped Chicken Cobb with Avocado Salad Full,580,42,16,38
Panera Bread,Sierra Turkey on Focaccia with Asiago Cheese Full,920,49,79,40
Panera Bread,Smoked Ham  Swiss on Rye Full,590,17,64,45
Panera Bread,Frontega Chicken Panini Whole,850,38,79,49
Panera Bread,Full Bacon Turkey Bravo on XL Tomato Basil,790,28,84,52
Panera Bread,Steak  White Cheddar Panini Whole,980,39,103,52
Panera Bread,Full Italian Combo on Ciabatta,980,41,95,58
Pizza Hut,White Icing Dipping Cup 2 oz,170,0,44,0
Pizza Hut,Diet Pepsi Large,0,0,0,0
Pizza Hut,Diet Pepsi Medium,0,0,0,0
Pizza Hut,Diet Pepsi Small,0,0,0,0
Pizza Hut,Mountain Dew Large,440,0,116,0
Pizza Hut,Mountain Dew Medium,300,0,80,0
Pizza Hut,Mountain Dew Small,220,0,58,0
Pizza Hut,Pepsi Large,400,0,112,0
Pizza Hut,Pepsi Medium,280,0,77,0
Pizza Hut,Pepsi Small,200,0,56,0
Pizza Hut,Sierra Mist Large,400,0,108,0
Pizza Hut,Sierra Mist Medium,275,0,74,0
Pizza Hut,Sierra Mist Small,200,0,54,0
Pizza Hut,Ranch Dipping Sauce 1.5 oz,220,23,2,0
Pizza Hut,Blue Cheese Dipping Sauce 1.5 oz,230,24,2,1
Pizza Hut,HERSHEYS Chocolate Sauce 1.5 oz,120,3,24,1
Pizza Hut,Apple Pie 2 pies,330,17,40,2
Pizza Hut,Marinara Dipping Sauce 3 oz,60,0,12,2
Pizza Hut,Cinnamon Sticks,160,5,26,4
Pizza Hut,Wedge Fries side order,320,18,35,4
Pizza Hut,HandTossed Five Pepper Pepperoni Pizza Small,120,4,16,5
Pizza Hut,HERSHEYS Chocolate Dunkers 2 pieces,190,8,27,5
Pizza Hut,Five Pepper Pepperoni Pan Pizza Small,140,6,16,5
Pizza Hut,Breadsticks each,140,5,19,5
Pizza Hut,Thin n Crispy Bacon Spinach Alfredo Pizza Small,130,6,13,5
Pizza Hut,Thin n Crispy BBQ Bacon Cheeseburger Pizza Small,130,6,15,5
Pizza Hut,Thin n Crispy Cheese Pizza Small,110,4,14,5
Pizza Hut,Thin n Crispy Five Pepper Pepperoni Pizza Small,110,4,14,5
Pizza Hut,HandTossed BBQ Bacon Cheeseburger Pizza Small,150,6,18,6
Pizza Hut,HandTossed Buffalo Chicken Pizza Small,130,4,17,6
Pizza Hut,HandTossed Cheese Pizza Small,130,5,16,6
Pizza Hut,HandTossed Hawaiian Chicken Pizza Small,130,4,17,6
Pizza Hut,BBQ Bacon Cheeseburger Pan Pizza Small,160,8,17,6
Pizza Hut,Buffalo Chicken Pan Pizza Small,140,5,16,6
Pizza Hut,Cheese Pan Pizza Personal,150,6,17,6
Pizza Hut,Cheese Pan Pizza Small,140,6,16,6
Pizza Hut,Five Pepper Pepperoni Pan Pizza Pan,150,6,17,6
Pizza Hut,Thin n Crispy Backyard BBQ Chicken Pizza Small,120,5,14,6
Pizza Hut,Thin n Crispy Buffalo Chicken Pizza Small,110,4,14,6
Pizza Hut,Thin n Crispy Chicken Pizza Small,110,3,14,6
Pizza Hut,HandTossed Backyard BBQ Chicken Pizza Small,140,5,17,7
Pizza Hut,HandTossed Chicken Bacon Parmesan Pizza Small,140,6,16,7
Pizza Hut,All American Wings,80,5,0,7
Pizza Hut,Backyard BBQ Chicken Pan Pizza Small,150,6,17,7
Pizza Hut,BBQ Bacon Cheeseburger Pan Pizza Personal,190,9,19,7
Pizza Hut,Chicken Bacon Parmesan Pan Pizza Small,150,7,15,7
Pizza Hut,Hawaiian Chicken Pan Pizza Personal,150,5,18,7
Pizza Hut,Hawaiian Chicken Pan Pizza Small,140,5,16,7
Pizza Hut,Thin n Crispy Chicken Bacon Parmesan Pizza Small,130,6,13,7
Pizza Hut,Thin n Crispy Veggie Lovers Pizza Medium,180,6,23,7
Pizza Hut,HandTossed Veggie Lovers Pizza Medium,200,7,27,8
Pizza Hut,Buffalo Burnin Hot Wings,110,6,8,8
Pizza Hut,Buffalo Medium Wings,110,6,8,8
Pizza Hut,Buffalo Mild Wings,110,6,8,8
Pizza Hut,Garlic Parmesan Wings,180,16,1,8
Pizza Hut,Honey BBQ Wings,140,5,16,8
Pizza Hut,Lemon Pepper Wings,150,10,8,8
Pizza Hut,Spicy Asian Wings,130,5,13,8
Pizza Hut,Spicy BBQ Wings,120,5,11,8
Pizza Hut,Backyard BBQ Chicken Pan Pizza Personal,170,7,19,8
Pizza Hut,Buffalo Chicken Pan Pizza Personal,160,6,18,8
Pizza Hut,Chicken Bacon Parmesan Pan Pizza Personal,170,8,17,8
Pizza Hut,Veggie Lovers Dinner Box Pizza,230,9,29,8
Pizza Hut,Breadsticks with Cheese each,170,6,20,8
Pizza Hut,Thin n Crispy Bacon Spinach Alfredo Pizza Medium,210,10,21,8
Pizza Hut,Thin n Crispy Cheese Pizza Medium,180,7,22,8
Pizza Hut,Thin n Crispy Five Pepper Pepperoni Pizza Medium,180,7,23,8
Pizza Hut,HandTossed Cheese Pizza Medium,210,8,26,9
Pizza Hut,HandTossed Five Pepper Pepperoni Pizza Medium,200,7,26,9
Pizza Hut,HandTossed Pepperoni Pizza Medium,230,10,25,9
Pizza Hut,HandTossed Ultimate Cheese Lovers Pizza Medium,230,9,26,9
Pizza Hut,All American Crispy Wings,200,14,8,9
Pizza Hut,Buffalo Burnin Hot Crispy Wings,230,15,16,9
Pizza Hut,Buffalo Medium Crispy Wings,230,15,16,9
Pizza Hut,Buffalo Mild Crispy Wings,230,15,16,9
Pizza Hut,Lemon Pepper Crispy Wings,270,19,16,9
Pizza Hut,Spicy BBQ Crispy Wings,240,14,19,9
Pizza Hut,Five Pepper Pepperoni Pan Pizza Medium,240,10,28,9
Pizza Hut,Veggie Lovers Pan Pizza Medium,220,9,27,9
Pizza Hut,Thin n Crispy BBQ Bacon Cheeseburger Pizza Medium,230,10,25,9
Pizza Hut,Thin n Crispy Buffalo Chicken Pizza Medium,190,6,24,9
Pizza Hut,Thin n Crispy Chicken Pizza Medium,180,5,24,9
Pizza Hut,Thin n Crispy Pepperoni Pizza Medium,210,10,21,9
Pizza Hut,Thin n Crispy Ultimate Cheese LoversÂ Pizza Medium,210,10,21,9
Pizza Hut,HandTossed BBQ Bacon Cheeseburger Pizza Medium,250,10,29,10
Pizza Hut,HandTossed Buffalo Chicken Pizza Medium,210,7,27,10
Pizza Hut,HandTossed Hawaiian Chicken Pizza Medium,210,7,27,10
Pizza Hut,HandTossed Supreme Pizza Medium,260,12,27,10
Pizza Hut,Baked Hot Wings,100,6,1,10
Pizza Hut,Baked Mild Wings,110,7,1,10
Pizza Hut,All American Bonless Wings,150,8,11,10
Pizza Hut,Buffalo Burnin Hot Bonless Wings,190,8,18,10
Pizza Hut,Buffalo Medium Bonless Wings,190,9,18,10
Pizza Hut,Buffalo Mild Bonless Wings,190,9,18,10
Pizza Hut,Honey BBQ Bonless Wings,220,8,27,10
Pizza Hut,Lemon Pepper Bonless Wings,220,12,18,10
Pizza Hut,Spicy Asian Bonless Wings,210,8,24,10
Pizza Hut,Spicy BBQ Bonless Wings,200,8,21,10
Pizza Hut,Garlic Parmesan Crispy Wings,300,25,9,10
Pizza Hut,Honey BBQ Crispy Wings,260,14,24,10
Pizza Hut,Spicy Asian Crispy Wings,250,14,21,10
Pizza Hut,BBQ Bacon Cheeseburger Pan Pizza Medium,280,13,31,10
Pizza Hut,Buffalo Chicken Pan Pizza Medium,240,9,29,10
Pizza Hut,Cheese Pan Pizza Medium,240,10,26,10
Pizza Hut,Pepperoni Pan Pizza Medium,260,13,26,10
Pizza Hut,Ultimate Cheese Lovers Pan Pizza Medium,260,12,26,10
Pizza Hut,Cheese Dinner Box Pizza,250,10,28,10
Pizza Hut,Pepperoni Dinner Box Pizza,260,12,28,10
Pizza Hut,Ultimate Cheese Lovers Dinner Box Pizza,260,12,28,10
Pizza Hut,Stuffed Pizza Rollers each,230,10,25,10
Pizza Hut,Thin n Crispy Backyard BBQ Chicken Pizza Medium,210,8,25,10
Pizza Hut,Thin N Crispy Chicken Supreme Pizza Medium,190,6,23,10
Pizza Hut,Thin n Crispy Supreme Pizza Medium,230,12,23,10
Pizza Hut,Thin n Crispy Veggie Lovers Pizza Large,240,9,30,10
Pizza Hut,HandTossed Backyard BBQ Chicken Pizza Medium,230,8,29,11
Pizza Hut,HandTossed Chicken Bacon Parmesan Pizza Medium,230,9,25,11
Pizza Hut,HandTossed Chicken Supreme Pizza Medium,210,7,26,11
Pizza Hut,HandTossed Super Supreme Pizza Medium,270,13,27,11
Pizza Hut,HandTossed Veggie Lovers Pizza Large,270,9,36,11
Pizza Hut,Garlic Parmesan Bonless Wings,260,19,11,11
Pizza Hut,Backyard BBQ Chicken Pan Pizza Medium,260,10,31,11
Pizza Hut,Hawaiian Chicken Pan Pizza Medium,230,9,29,11
Pizza Hut,Supreme Pan Pizza Medium,280,14,27,11
Pizza Hut,Chicken Supreme Dinner Box Pizza,240,9,29,11
Pizza Hut,Supreme Dinner Box Pizza,290,14,29,11
Pizza Hut,Thin n Crispy Bacon Spinach Alfredo Pizza Large,280,14,28,11
Pizza Hut,Thin n Crispy Chicken Bacon Parmesan Pizza Medium,220,10,21,11
Pizza Hut,Thin n Crispy Five Pepper Pepperoni Pizza Large,250,10,30,11
Pizza Hut,Thin n Crispy Pepperoni Lovers Pizza Medium,260,14,22,11
Pizza Hut,Thin n Crispy Super Supreme Pizza Medium,250,13,23,11
Pizza Hut,HandTossed Five Pepper Pepperoni Pizza Large,280,10,34,12
Pizza Hut,HandTossed Meat Lovers Pizza Medium,300,16,26,12
Pizza Hut,HandTossed Pepperoni Lovers Pizza Medium,270,13,26,12
Pizza Hut,HandTossed Pepperoni Pizza Large,310,13,35,12
Pizza Hut,Chicken Bacon Parmesan Pan Pizza Medium,260,12,27,12
Pizza Hut,Chicken Supreme Pan Pizza Medium,230,9,27,12
Pizza Hut,Super Supreme Pan Pizza Medium,300,15,27,12
Pizza Hut,Veggie Lovers Pan Pizza Large,320,15,36,12
Pizza Hut,Pepperoni Lovers Dinner Box Pizza,300,15,29,12
Pizza Hut,Super Supreme Dinner Box Pizza,300,15,29,12
Pizza Hut,Thin n Crispy Cheese Pizza Large,250,10,29,12
Pizza Hut,Thin N Crispy Meat Lovers Pizza Medium,280,16,22,12
Pizza Hut,Thin n Crispy Ultimate Cheese LoversÂ Pizza Large,280,14,27,12
Pizza Hut,HandTossed Cheese Pizza Large,300,12,35,13
Pizza Hut,HandTossed Ultimate Cheese Lovers Pizza Large,310,13,34,13
Pizza Hut,Five Pepper Pepperoni Pan Pizza Large,340,16,36,13
Pizza Hut,Meat Lovers Pan Pizza Medium,320,18,26,13
Pizza Hut,Pepperoni Lovers Pan Pizza Medium,300,16,26,13
Pizza Hut,Meat Lovers Dinner Box Pizza,330,18,28,13
Pizza Hut,Fried Cheese Sticks 4 pieces,380,24,29,13
Pizza Hut,Veggie Lovers Stuffed Crust Pizza Large,300,11,37,13
Pizza Hut,Thin n Crispy BBQ Bacon Cheeseburger Pizza Large,310,14,35,13
Pizza Hut,Thin n Crispy Buffalo Chicken Pizza Large,250,8,32,13
Pizza Hut,Thin n Crispy Chicken Pizza Large,240,8,31,13
Pizza Hut,HandTossed BBQ Bacon Cheeseburger Pizza Large,340,15,39,14
Pizza Hut,HandTossed Buffalo Chicken Pizza Large,280,9,37,14
Pizza Hut,HandTossed Hawaiian Chicken Pizza Large,280,9,35,14
Pizza Hut,HandTossed Supreme Pizza Large,350,17,36,14
Pizza Hut,Cheese Pan Pizza Large,350,17,35,14
Pizza Hut,Cheese Stuffed Crust Pizza Large,310,13,35,14
Pizza Hut,Ultimate Cheese Lovers Stuffed Crust Pizza Large,340,15,35,14
Pizza Hut,Thin n Crispy Backyard BBQ Chicken Pizza Large,280,10,34,14
Pizza Hut,Thin N Crispy Chicken Supreme Pizza Large,250,9,30,14
Pizza Hut,Thin n Crispy Supreme Pizza Large,320,17,30,14
Pizza Hut,HandTossed Backyard BBQ Chicken Pizza Large,310,11,39,15
Pizza Hut,HandTossed Chicken Bacon Parmesan Pizza Large,310,13,33,15
Pizza Hut,HandTossed Chicken Supreme Pizza Large,290,9,36,15
Pizza Hut,BBQ Bacon Cheeseburger Pan Pizza Large,410,20,42,15
Pizza Hut,Buffalo Chicken Pan Pizza Large,350,15,39,15
Pizza Hut,Hawaiian Chicken Pan Pizza Large,340,14,37,15
Pizza Hut,Pepperoni Lovers Pan Pizza Large,350,19,29,15
Pizza Hut,Ultimate Cheese Lovers Pan Pizza Large,370,20,34,15
Pizza Hut,Pepperoni Stuffed Crust Pizza Large,340,16,35,15
Pizza Hut,Thin n Crispy Chicken Bacon Parmesan Pizza Large,290,13,28,15
Pizza Hut,Thin N Crispy Meat Lovers Pizza Large,390,23,29,15
Pizza Hut,Thin n Crispy Super Supreme Pizza Large,320,18,30,15
Pizza Hut,HandTossed Pepperoni Lovers Pizza Large,380,19,35,16
Pizza Hut,HandTossed Super Supreme Pizza Large,370,19,36,16
Pizza Hut,Backyard BBQ Chicken Pan Pizza Large,380,16,41,16
Pizza Hut,Chicken Bacon Parmesan Pan Pizza Large,370,19,35,16
Pizza Hut,Chicken Supreme Pan Pizza Large,340,15,36,16
Pizza Hut,Pepperoni Pan Pizza Large,370,20,36,16
Pizza Hut,Supreme Stuffed Crust Pizza Large,380,19,36,16
Pizza Hut,HandTossed Meat Lovers Pizza Large,410,23,35,17
Pizza Hut,Super Supreme Pan Pizza Large,430,24,36,17
Pizza Hut,Supreme Pan Pizza Large,410,23,36,17
Pizza Hut,Chicken Supreme Stuffed Crust Pizza Large,310,11,36,17
Pizza Hut,Meat Lovers Pan Pizza Large,470,28,35,18
Pizza Hut,Pepperoni Lovers Pan Pizza Large,440,25,35,18
Pizza Hut,Pepperoni Lovers Pizza Large,400,21,36,18
Pizza Hut,Super Supreme Stuffed Crust Pizza Large,400,21,37,18
Pizza Hut,Classic PZone,470,17,61,19
Pizza Hut,Pepperoni PZone,460,16,60,19
Pizza Hut,Meat Lovers Stuffed Crust Pizza Large,440,25,35,19
Pizza Hut,Chicken Alfredo Pasta,520,27,46,21
Pizza Hut,Veggie Lovers Pan Pizza Personal,540,20,69,22
Pizza Hut,Meaty Marinara Pasta,450,21,44,22
Pizza Hut,Meaty PZone,550,24,61,23
Pizza Hut,Pepperoni Pan Pizza Personal,620,28,68,25
Pizza Hut,Ultimate Cheese Lovers Pan Pizza Personal,630,29,67,26
Pizza Hut,Supreme Pan Pizza Personal,730,38,69,29
Pizza Hut,Chicken Supreme Pan Pizza Personal,590,21,69,31
Pizza Hut,Pepperoni Lovers Pan Pizza Personal,730,37,68,31
Pizza Hut,Super Supreme Pan Pizza Personal,760,40,70,32
Pizza Hut,Meat Lovers Pan Pizza Personal,850,48,68,35
Subway,Chipotle Southwest Sauce,100,10,1,0
Subway,Fat Free Honey Mustard Sauce,30,0,7,0
Subway,Fat Free Sweet Onion Sauce,40,0,9,0
Subway,Light Mayonnaise 1 T,50,5,1,0
Subway,Mayonnaise 1 T,110,12,0,0
Subway,Mustard Yellow  Deli Brown 2 tsp,5,0,1,0
Subway,Olive Oil Blend 1 tsp,45,5,0,0
Subway,Ranch 2 oz,320,35,3,0
Subway,Vinegar 1 tsp,0,0,0,0
Subway,Apple Pie,250,10,37,0
Subway,Apple Slices1 package,35,0,9,0
Subway,Coca Cola Classic,260,0,71,0
Subway,Diet Coke,0,0,0,0
Subway,FUZE Black Tea with Lemon Sweet,170,0,43,0
Subway,FUZE Green Tea,140,0,37,0
Subway,FUZE Raspberry Tea,150,0,58,0
Subway,FUZE Sweet Tea,170,0,44,0
Subway,FUZE Unsweetened Tea,0,0,1,0
Subway,Minute Maid Fruit Punch 100 Juice,100,0,24,0
Subway,Minute Maid Light Lemonade,15,0,3,0
Subway,Sprite,260,0,68,0
Subway,Banana Peppers,0,0,0,0
Subway,Cucumbers,0,0,1,0
Subway,Green Peppers,0,0,0,0
Subway,Jalapeno Peppers,0,0,0,0
Subway,Lettuce,0,0,0,0
Subway,Olives,0,0,0,0
Subway,Onions,0,0,1,0
Subway,Pickles,0,0,0,0
Subway,Tomato,5,0,1,0
Subway,Fat Free Italian 2 oz,35,0,7,1
Subway,Avocado,70,7,3,1
Subway,Spinach,5,0,1,1
Subway,Hash Browns,210,10,28,2
Subway,Baked Lays Chips,130,2,23,2
Subway,Pepperjack Cheese 2 triangles,50,4,0,2
Subway,Processed American Cheese 2 triangles,40,4,1,2
Subway,Chocolate Chip Cookie,220,10,30,2
Subway,Chocolate Chunk Cookie,220,10,30,2
Subway,Double Chocolate Cookie,210,9,30,2
Subway,Gingerbread Cookie,200,7,32,2
Subway,MM Cookie,210,10,32,2
Subway,Raspberry Cheesecake,200,9,29,2
Subway,Sugar Cookie,220,12,28,2
Subway,White Macadamia Nut Cookie,220,11,29,2
Subway,Green Chili and Tomato Soup,90,2,14,2
Subway,Veggie Delite Salad,50,1,9,3
Subway,Baked Lays Sour Cream  Onion Chips,140,4,24,3
Subway,Lays Classic Potato Chips,230,15,23,3
Subway,Bacon 2 strips,45,4,0,3
Subway,Mozzarella Cheese Shredded,40,3,0,3
Subway,Shredded Monterey Blend,50,5,1,3
Subway,Oatmeal Raisin Cookie,200,8,30,3
Subway,Doritos Nacho Cheese Chips,250,13,30,4
Subway,Sunchips Harvest Cheddar Chips,210,9,29,4
Subway,Cheddar Cheese 2 triangles,60,5,0,4
Subway,Pepperoni,80,7,1,4
Subway,Provolone Cheese 2 half circles,50,4,0,4
